Sample ID_16S	16S_Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	pielou_e_16S	observed_otus_16S	shannon_16S	Sample ID_ITS	pielou_e_ITS	observed_otus_ITS	shannon_ITS	Ratio_observed_otus
X18	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.597508449	33	3.014068109	X18	0.594832511	60	3.513610563	0.55
X18-S63	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			0.557882332	18	2.326327483	X18-S63	0.630834424	46	3.484453023	0.391304348
X19	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.444499551	16	1.777998203	X19	0.626461718	58	3.669800838	0.275862069
X22	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.584146251	40	3.108784345	X22	0.64376449	52	3.66974067	0.769230769
X23	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.664364459	47	3.690271419	X23	0.583206717	67	3.537783964	0.701492537
X24	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.548071451	27	2.606018093	X24	0.642859787	77	4.028665063	0.350649351
X25	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.593399235	39	3.136353631	X25	0.665143035	57	3.879706169	0.684210526
X26	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.573307968	35	2.940658821	X26	0.633384435	59	3.725974544	0.593220339
X27	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.537626534	29	2.611779484	X27	0.622738835	58	3.647992258	0.5
X28	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.637478496	24	2.922814999	X28	0.559435963	68	3.405545636	0.352941176
X29	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.436434568	31	2.162182525	X29	0.555930667	64	3.335584	0.484375
XI11	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.322394752	45	1.770544618	XI11	0.208537937	43	1.13158206	1.046511628
XI12	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		0.50495791	74	3.135512591	XI12	0.391988042	70	2.40260565	1.057142857
