SampleID	Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2
SRR11919993	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seed16S_8		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.209625245	0.368496074	0.514342978	1.639605779	0.347157186	-0.079773412	7	1.443943291	0.119725175	-0.00000555	0.011232628	0.000312452
SRR11919994	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seed16S_7		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.197635186	0.385106276	0.522292984	1.639605779	0.347157186	-0.079773412	7	1.46626178	0.119725175	-0.00000555	0.010852055	0.000397313
SRR11919995	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seed16S_6		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.201128565	0.381044657	0.526110388	1.639605779	0.347157186	-0.079773412	7	1.476978588	0.119725175	-0.00000555	0.011050284	0.000359316
SRR11919996	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seed16S_5		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.579099279	0.074085939	0.449830594	2.564640201	0.270960451	-0.090138838	7	1.262834132	-0.230684436	0.110608142	-0.034166065	0.010921018
SRR11919997	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seed16S_3		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.340625258	-0.168197645	0.006520426	1.592102926	-0.269991676	-0.198600675	2	0.006520426	0.12198502	-0.018055972	0.010497235	-0.014829728
SRR11919998	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seed16S_4		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.561998404	0.109795073	0.436440826	2.230282471	0.272998426	-0.080622044	8	1.309322477	0.005303936	-0.040809408	-0.032527246	0.011534112
SRR11919999	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seed16S_3		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.55694582	0.137724741	0.425020378	2.370485007	0.260265626	-0.085015578	7	1.19318305	-0.139012068	-0.115590784	-0.031521939	0.012069899
SRR11920000	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seed16S_2		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.623706412	-0.107188466	0.239390831	1.59668077	-0.182904333	-0.242590277	4	0.478781662	0.122883623	-0.018304948	-0.038948323	0.007196866
SRR11920001	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Drought_seed16S_1		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.633464569	-0.109866939	0.216207032	1.809209927	-0.182904333	-0.242590277	4	0.432414065	0.148223556	-0.02677799	-0.039335454	0.007334208
SRR11920002	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seed16S_8		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.34079097	-0.166440921	0.013626434	2.25505226	0.05679308	0.244273543	3	0.021597387	-0.132675079	-0.105707665	0.010386571	-0.015292634
SRR11920003	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seed16S_7		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.340846485	-0.166784186	0.010778673	2.611256242	0.086086748	0.23525052	4	0.021557347	-0.246786777	0.135482272	0.010479672	-0.015946493
SRR11920004	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seed16S_6		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.260542486	0.244335221	0.579753263	2.24856293	0.362585137	0.236365403	7	1.627573177	0.141534288	0.142343024	0.05278862	0.026507458
SRR11920005	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seed16S_5		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.267235458	0.237152218	0.552415056	2.812545035	0.412208819	0.217868459	7	1.550825127	-0.243599618	0.224902021	0.045489288	0.021006949
AST1a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.08626662	0.069847081	0.564920306	8.536832916	-0.131463466	-0.065857998	76	3.529581123	0.140348206	0.011177226	-0.104746796	-0.018711868
AST1b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.290680451	0.193324366	0.591204473	5.948981471	0.034513913	0.131722557	63	3.533794626	-0.048760931	-0.268015841	-0.159414738	0.046492055
AST1c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.197499328	0.172197795	0.557505682	7.239855135	-0.097188909	-0.019161134	69	3.405537094	0.028632913	0.040491868	-0.100598314	-0.062626433
AST2a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.382171152	-0.24142831	0.506205541	10.35390049	-0.211507922	0.101737734	104	3.391799711	0.233522377	-0.099923052	-0.060878465	0.018128629
AST2b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.198295893	0.087203963	0.366710318	11.36172533	-0.204050173	0.252054627	116	2.514892392	0.211945892	-0.09915031	-0.043430695	-0.000829472
AST2c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.143703179	-0.037266024	0.574143405	9.855937219	-0.258864369	0.076267684	105	3.854939783	0.210292422	-0.031516613	-0.032731508	-0.080526592
AST3a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.394401687	-0.252944536	0.462838007	7.446644353	-0.043948583	-0.115414655	69	2.827257283	0.044659932	0.07351438	-0.027075953	0.02754993
AST3b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.242163271	-0.133384838	0.322609624	7.638672861	-0.034509022	-0.084660491	65	1.942873817	0.081223907	0.04392435	0.057368105	0.000806594
AST3c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Astrid	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.187944169	0.104018081	0.461104656	9.675261585	-0.181215715	-0.01486323	97	3.043250544	0.218902785	-0.021976031	0.019325449	-0.013570305
AVI1a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.28055007	-0.116568082	0.598686571	8.437897739	0.042436299	-0.102524315	60	3.536376075	0.057166897	0.076194249	-0.07068024	0.041522335
AVI1b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.368555469	-0.037008275	0.224150318	5.990866313	0.050248197	-0.115839101	50	1.265072159	-0.047182324	0.103041332	0.053988535	-0.002110547
AVI1c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.314999072	0.048331608	0.4674353	6.868641622	0.012015158	0.025766217	60	2.761089179	0.028250716	0.013878114	-0.052358424	0.07173942
AVI2a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.152944302	0.314256368	0.581243054	13.06115903	-0.279966017	0.231540875	156	4.234589433	0.298473056	-0.142945508	-0.02003881	-0.083606524
AVI2b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.393188579	-0.344551358	0.392486966	6.605851536	0.071675017	0.142662509	54	2.258718336	-0.056937877	-0.244367511	-0.037822175	0.054948253
AVI2c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.117274406	0.279255572	0.561023396	12.79000035	-0.255080181	0.144690572	136	3.976232471	0.291021948	-0.111326528	-0.057090874	-0.047698832
AVI3a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.216817877	0.303148021	0.411724448	8.788290532	-0.154597144	0.200505181	109	2.786626953	0.124761119	-0.286174708	0.036773108	-0.009977104
AVI3b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.300532586	0.339013659	0.60870854	8.898122397	-0.179268416	-0.01080003	84	3.891058209	0.155233535	0.033574558	-0.023274091	-0.026119828
AVI3c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Aviso	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.109652341	0.073763574	0.433394851	7.149074105	-0.052410285	0.045379725	68	2.638275053	0.05169928	-0.011499938	-0.029222842	0.059197195
BOS1a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.365738754	-0.166527462	0.500017333	8.66460545	-0.101095337	-0.04986822	76	3.124072054	0.120547814	0.048294183	-0.010869376	-0.04716932
BOS1b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.34782983	0.014333048	0.290755979	6.539808456	0.011119214	-0.094109453	57	1.695947645	-0.029100242	0.097249369	0.04609721	-0.013538225
BOS1c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.32041935	-0.010850394	0.363033284	5.165483652	0.244457458	0.033819047	33	1.831282964	-0.138289659	0.086494409	0.013388768	0.033067601
BOS2a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.01260964	-0.140528626	0.479052425	7.652294189	-0.062427378	-0.036903753	76	2.993084825	0.052505333	0.031586293	0.002677751	-0.014968546
BOS2b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.250728731	-0.144833589	0.279178688	5.067524048	0.245058385	0.090467866	34	1.4203112	-0.170075214	0.067425953	0.047542714	0.012921675
BOS2c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.265696615	-0.118203308	0.277000995	5.403000865	0.157229967	-0.009098584	46	1.530032156	-0.131673757	0.009371018	0.048883856	0.007920577
BOS3a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.315390357	0.032966952	0.620981056	8.315161588	-0.144483119	-0.046917784	77	3.891555725	0.134074559	0.018574343	0.009494078	-0.025027686
BOS3b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.314548603	0.011713194	0.350212545	5.702883236	0.150592373	-0.088088589	42	1.888457208	-0.086001305	0.098459981	0.039085417	0.015766181
BOS3c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Boston	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.34142885	0.014897454	0.268033984	5.581804834	0.126157404	-0.002869224	47	1.488818582	-0.106083515	0.089171547	0.050972715	0.001287629
COL1a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.045700993	0.150720324	0.510095518	9.858640977	-0.24197939	0.040823865	106	3.431882067	0.223424298	-0.036889064	-0.009143617	-0.015167985
COL1b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.345349386	-0.102102585	0.212275659	5.636551384	0.101816063	-0.088519951	45	1.165786736	-0.088062842	0.105558417	0.069827706	0.00461702
COL1c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.310934722	-0.149628503	0.570715955	8.051781646	-0.122217963	-0.149534981	71	3.509758803	0.08715647	0.084040637	-0.054889634	-0.006448139
COL2a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.109130627	-0.076648875	0.563925908	7.775343821	-0.13775597	-0.01676983	81	3.575205669	0.084221157	0.036896387	-0.06132349	-0.008341136
COL2b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.043827219	0.099126173	0.588700934	7.957746429	-0.151067599	0.007947233	86	3.783148066	0.107781478	-0.019471918	0.02499793	-0.02275255
COL2c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.018179549	0.142241491	0.615832643	6.974119632	-0.161737788	-0.097524775	75	3.835909874	0.059359576	0.065544335	-0.048107112	-0.112338332
COL3a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.032575745	0.158038617	0.539375463	5.675830182	0.148258697	-0.071746278	46	2.979273788	-0.061826201	0.05880544	-0.009620846	0.044695375
COL3b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.250524187	0.218594739	0.491772361	6.135963755	0.03486744	-0.055638145	56	2.855896642	-0.050729096	0.03697389	-0.039356543	0.083799763
COL3c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Colvert	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.301463709	-0.040952808	0.382485828	4.738801349	0.297133102	0.015167316	31	1.894909877	-0.178398233	0.081517524	0.007921	0.040160839
EXP1a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.274416578	0.005941081	0.358932152	5.353622585	0.132805315	-0.154370907	47	1.993720528	-0.113210021	0.08825766	0.011191031	0.017578432
EXP1b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.255669804	0.168182534	0.203979494	4.319855566	0.296530951	0.061419843	29	0.990928504	-0.237089133	0.103458066	-0.077444346	0.201584471
EXP1c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.458338975	-0.060798159	0.07046259	4.625691993	0.274168622	-0.029679628	30	0.345752222	-0.202179861	0.103520267	0.079833804	0.010563113
EXP2a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.142434069	-0.160652684	0.532554925	7.138159998	-0.07889377	-0.154161073	66	3.218971859	-0.012133384	0.078358356	-0.015054796	-0.019784756
EXP2b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.291004781	0.058241622	0.389923271	7.400246433	-0.124554693	-0.159677708	69	2.381855835	0.083381179	0.056996961	0.017039714	-0.029536394
EXP2c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.098321442	0.227674556	0.504990947	6.650706447	-0.075697118	-0.143111296	60	2.982926278	0.035219521	0.110833503	-0.101407518	0.005956354
EXP3a	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.010353138	-0.304101435	0.487360855	3.04377327	0.292567806	0.036708582	30	2.391426394	-0.296839769	-0.196524975	0.01396398	0.026551854
EXP3b	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	-0.177556144	-0.362862921	0.398163501	3.932204494	0.228421974	0.041131108	37	2.074214193	-0.30413247	-0.179224122	0.06946884	0.010120812
EXP3c	22639	Sarniguet_A_2016	unpublished	None	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Express	Seed		Illumina MiSeq	PAIRED	Rapeseed--Sarniguet_A_2016		2016	France	Mechanical	None	Field	Total	Soaking	1000	4	0.290893547	-0.010112237	0.359124795	5.803296712	0.1134455	-0.111396445	50	2.026848695	-0.10109414	0.080334514	0.048593254	0.006582037
