SampleID	Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2
S13-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica rapa	Brassicaceae	Turnip	Plessis	Germinating		Illumina MiSeq	PAIRED	Turnip--Barret_M_2015		2012	Chile	Mechanical	None	Lab	Total	Soaking	200		-0.192737565	-0.097380976	0.233122712	9.900757461	-0.106708401	-0.054435412	100	1.548833771	-0.115350902	-0.033790569	-0.079413416	0.072375361
S14-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica rapa	Brassicaceae	Turnip	Declic	Seed		Illumina MiSeq	PAIRED	Turnip--Barret_M_2015		2012	Chile	Mechanical	None	Field	Total	Soaking	1000		-0.266958478	-0.103214357	0.882817036	27.13730127	0.186090133	-0.123090958	334	7.401276973	0.3278778	0.017094876	0.060210415	-0.223352452
S14-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica rapa	Brassicaceae	Turnip	Declic	Germinating		Illumina MiSeq	PAIRED	Turnip--Barret_M_2015		2012	Chile	Mechanical	None	Lab	Total	Soaking	200		-0.197815198	-0.274195539	0.656416383	14.30891414	0.010731393	-0.15673616	152	4.757658365	0.03446688	-0.055103184	-0.040826006	-0.079543156
S15-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica rapa	Brassicaceae	Turnip	Clovis	Seed		Illumina MiSeq	PAIRED	Turnip--Barret_M_2015		2012	France	Mechanical	None	Field	Total	Soaking	1000		0.124568119	0.304865139	0.564559622	14.83506749	0.108882291	0.177296901	162	4.143782943	0.082043903	0.101192802	-0.003823443	0.043724015
S15-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica rapa	Brassicaceae	Turnip	Clovis	Germinating		Illumina MiSeq	PAIRED	Turnip--Barret_M_2015		2012	France	Mechanical	None	Lab	Total	Soaking	200		0.085994512	0.359528591	0.279539214	7.879518763	-0.152618755	0.082913937	61	1.657873656	-0.180020464	0.071272868	-0.105944302	0.093683828
S16-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Darmor_Bzh	Seed		Illumina MiSeq	PAIRED	Rapeseed--Barret_M_2015		2011	France	Mechanical	None	Field	Total	Soaking	1000		-0.210098914	0.111530254	0.499921826	12.90602488	0.137320974	0.225279597	130	3.510634941	-0.021620784	0.077405506	0.842539362	0.405188248
S16-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Darmor_Bzh	Germinating		Illumina MiSeq	PAIRED	Rapeseed--Barret_M_2015		2011	France	Mechanical	None	Lab	Total	Soaking	200		0.041948682	0.201901058	0.513205156	8.4815081	-0.056579356	0.190176868	84	3.280570258	-0.177101042	0.103044562	0.025253629	0.095344582
S17-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Yudal	Seed		Illumina MiSeq	PAIRED	Rapeseed--Barret_M_2015		2011	France	Mechanical	None	Field	Total	Soaking	1000		-0.241176992	0.03814695	0.584492347	23.38515512	0.165890293	0.015175534	236	4.607344539	0.197304011	-0.051676959	0.443817255	0.078726395
S17-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica napus	Brassicaceae	Rapeseed	Yudal	Germinating		Illumina MiSeq	PAIRED	Rapeseed--Barret_M_2015		2011	France	Mechanical	None	Lab	Total	Soaking	200		-0.139424095	-0.074155387	0.717460055	9.511786692	-0.101967526	-0.067178853	96	4.724447556	-0.070813239	-0.215743794	0.005734571	-0.069692691
S18-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Barret_M_2015		2012	France	Mechanical	None	Field	Total	Soaking	1000		0.44636412	-0.08029077	0.351554559	6.942076425	-0.026033547	0.354416744	69	2.147479622	-0.226878385	0.220500136	-0.105684123	0.095949503
S18-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Germinating		Illumina MiSeq	PAIRED	Radish--Barret_M_2015		2012	France	Mechanical	None	Lab	Total	Soaking	200		-0.050246137	0.275833985	0.253119325	4.80712156	-0.236141827	0.181445702	39	1.33783744	-0.321889272	0.200603637	-0.11576123	0.106687509
S19-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Eruca vesicaria	Brassicaceae	Garden rocket	Unknown	Seed		Illumina MiSeq	PAIRED	Garden rocket--Barret_M_2015		2012	France	Mechanical	None	Field	Total	Soaking	1000		0.233675934	0.070138732	0.570043124	12.01301646	0.134677182	0.206329488	157	4.158248399	0.028634779	-0.114444532	-0.026975917	0.033948523
S19-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Eruca vesicaria	Brassicaceae	Garden rocket	Unknown	Germinating		Illumina MiSeq	PAIRED	Garden rocket--Barret_M_2015		2012	France	Mechanical	None	Lab	Total	Soaking	200		-0.181107609	-0.180642506	0.095423346	3.238026792	-0.278750946	-0.073132368	24	0.437512462	-0.228060393	-0.289592763	-0.129508482	0.117551449
S20-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Sf2	Seed		Illumina MiSeq	PAIRED	Arabidopsis thaliana--Barret_M_2015		2012	France	Mechanical	None	Greenhouse	Total	Soaking	1000		-0.191091815	-0.027149325	0.509361597	14.12419109	-0.033492858	-0.150322508	145	3.657169957	0.099184698	-0.250760883	-0.03400941	0.018450639
S20-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Sf2	Germinating		Illumina MiSeq	PAIRED	Arabidopsis thaliana--Barret_M_2015		2012	France	Mechanical	None	Lab	Total	Soaking	200		-0.149810105	-0.048433082	0.661857199	5.821143513	-0.210853296	-0.172108514	53	3.791065388	-0.199766441	-0.317477859	-0.049593373	-0.129411495
S21-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Medicago truncatula	Fabaceae	Medicago truncatula	A17	Germinating		Illumina MiSeq	PAIRED	Medicago truncatula--Barret_M_2015		2012	France	Mechanical	None	Lab	Total	Soaking	1000		-0.181130557	-0.178976079	0.085718601	5.683802167	-0.222152905	0.01612524	32	0.428593005	-0.152498244	-0.063062034	-0.127936249	0.117099923
S22-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Barret_M_2015		2012	France	Mechanical	None	Field	Total	Soaking	200		-0.267102743	0.029488312	0.827153342	33.33955225	0.229520379	-0.059981749	454	7.300909082	0.38776197	0.065206768	0.128380603	-0.229799994
S22-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Flavert	Germinating		Illumina MiSeq	PAIRED	Bean--Barret_M_2015		2012	France	Mechanical	None	Lab	Total	Soaking	1000		-0.076145838	0.060594197	0.7338878	29.93601521	0.192245722	-0.062412366	428	6.415255978	0.356110979	0.078467541	0.076535656	-0.135076762
S23-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Barret_M_2015		2012	France	Mechanical	None	Field	Total	Soaking	200		-0.244229111	0.010753594	0.868453134	39.969475	0.226583371	-0.102417659	645	8.105408016	0.396253118	0.053587942	0.114778936	-0.228280734
S23-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Flavert	Germinating		Illumina MiSeq	PAIRED	Bean--Barret_M_2015		2012	France	Mechanical	None	Lab	Total	Soaking	1000		-0.095976731	-0.056420727	0.794919105	24.43077683	0.102000996	-0.054963053	226	6.216409661	0.30586763	0.048499284	0.055672246	-0.134086352
S24-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Barret_M_2015		2013	Chile	Mechanical	None	Field	Total	Soaking	200		-0.19269179	-0.154899992	0.874545811	45.86501326	0.149966815	-0.184766108	634	8.140568903	0.388734194	0.016302557	0.073109099	-0.179178149
S24-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Flavert	Germinating		Illumina MiSeq	PAIRED	Bean--Barret_M_2015		2013	Chile	Mechanical	None	Lab	Total	Soaking	1000		0.312943467	-0.327894165	0.325038117	15.69520473	-0.033397895	-0.104868661	138	2.310541405	0.163033611	0.121887107	-0.095353182	0.010118971
S25-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Daucus carota	Apiaceae	Carrot	Presto	Seed		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	New Zealand	Mechanical	None	Field	Total	Soaking	200		0.237624309	0.311717709	0.544052907	9.38087906	0.048585539	0.300892799	97	3.590701771	-0.097970973	0.194809625	0.062847025	0.120499249
S25-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Daucus carota	Apiaceae	Carrot	Presto	Germinating		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	New Zealand	Mechanical	None	Lab	Total	Soaking	1000		0.243054744	0.32454207	0.523934435	5.77881896	-0.152150684	0.231226344	53	3.001054766	-0.301651217	0.163303207	-0.052193286	0.11447068
S26-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Daucus carota	Apiaceae	Carrot	Maestro	Seed		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	USA	Mechanical	None	Field	Total	Soaking	200		-0.070916967	0.055760815	0.234593065	3.573835017	-0.311084445	-0.010096697	17	0.958890436	-0.336709802	0.188338505	-0.179333457	0.097159337
S26-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Daucus carota	Apiaceae	Carrot	Maestro	Germinating		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	USA	Mechanical	None	Lab	Total	Soaking	1000		0.318420318	0.083142246	0.485340017	3.112804306	-0.319288874	0.004367813	18	2.023831471	-0.30425729	0.154296797	-0.07364273	0.141883038
S27-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Retana	Seed		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2011	China	Mechanical	None	Field	Total	Soaking	200		-0.143144029	-0.006415426	0.805675725	9.845890122	-0.071040821	-0.181951408	102	5.375811124	-0.063488767	-0.353033331	0.012092192	-0.045394772
S27-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Retana	Germinating		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2011	China	Mechanical	None	Lab	Total	Soaking	1000		0.130083858	-0.045337184	0.751830224	10.80769544	-0.072405853	-0.167736998	107	5.068438637	-0.085076357	-0.115881763	0.0000961	-0.031946344
S28-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Superpro	Seed		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2012	China	Mechanical	None	Field	Total	Soaking	200		-0.17039486	-0.044005041	0.146234435	5.523543756	-0.015585199	-0.108235276	90	0.949332472	-0.155591876	-0.163210111	-0.131307604	0.115768158
S28-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Superpro	Germinating		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2012	China	Mechanical	None	Lab	Total	Soaking	1000		-0.172692794	-0.029894811	0.294939046	2.182901461	-0.17483321	-0.071019068	33	1.487788787	-0.248895214	-0.196832964	-0.14466723	0.114380336
S10-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Brassica oleracea var botrytis	Brassicaceae	Cauliflower	Clovis	Seed		Illumina MiSeq	PAIRED	Cauliflower--Barret_M_2015		2012	France	Mechanical	None	Field	Total	Soaking	1000		-0.26865296	-0.141335514	0.893130667	48.03697506	0.214380748	-0.166414091	929	8.805852884	0.371370503	-0.005130858	0.086997266	-0.189699089
ERR2640151	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Moneymaker seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	M2		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.255530414	0.254200807	0.895878107	50.97104944	-0.292288816	-0.133383536	882	8.765840139	-0.23568941	-0.011616007	-0.101559665	0.000997295
ERR2640156	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Hildares	Seed	Hildares F1 seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	H2		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.25712386	0.286450659	0.888803837	60.82399875	-0.268222653	-0.183544417	1230	9.123075967	-0.247057741	0.066765075	-0.10788293	0.008512171
ERR2640157	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Hildares	Seed	Hildares F1 seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	H3		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.232713566	0.291376044	0.880333105	50.47408887	-0.271309989	-0.1276803	820	8.521166768	-0.196213597	0.079031546	-0.085065994	0.020432194
ERR2640209	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Seeds moneymaker loamy soil 2 gen	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	2.MS1		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		0.384246902	-0.034433211	0.738378419	28.12594591	0.315755675	-0.027018821	323	6.154672354	0.19216954	-0.011215981	0.098370194	0.008956202
ERR2640211	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Seeds moneymaker loamy soil 2 gen	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	2.MS3		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		0.339066262	-0.028953484	0.851562769	23.54184561	0.234463454	0.080468209	250	6.783365326	0.20534596	-0.123624175	0.057439239	0.034172086
ERR2640212	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Seeds moneymaker loamy soil 2 gen	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	2.MS4		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		0.352127561	0.001792649	0.860514532	19.7594804	0.217628164	0.167325454	172	6.390408742	0.252510839	-0.163512812	0.050654837	0.035193609
ERR2640213	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Seeds moneymaker sandy soil 2 gen	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	2.MG1		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		0.427860406	-0.038164439	0.860491786	18.30405836	0.398915438	-0.059446722	216	6.673016999	0.384326207	0.094746345	0.085487218	0.053656356
ERR2640214	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Seeds moneymaker sandy soil 2 gen	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	2.MG2		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		0.23536486	0.007381527	0.900159882	52.05917922	0.138846539	-0.140444678	745	8.5885124	-0.073286301	0.223657797	-0.017086101	0.046160135
ERR2640216	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Seeds moneymaker sandy soil 2 gen	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	2.MG4		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		0.391712751	-0.030720893	0.819956283	25.84219187	0.344178201	-0.137486584	345	6.912602539	0.256063902	0.234955726	0.063582688	0.065823315
ERR2640210	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Seeds moneymaker loamy soil 2 gen	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	2.MS2		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		0.304240087	0.016413261	0.841361948	49.32106734	0.136213746	-0.143675668	673	7.904143431	-0.02898091	0.164524873	0.021685773	0.054110264
ERR2640215	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Seeds moneymaker sandy soil 2 gen	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	2.MG3		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		0.423672462	-0.022204766	0.841040626	26.87407152	0.378779558	-0.077994001	282	6.845693367	0.281668944	0.187206326	0.080522024	0.055839915
ERR2640159	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Hildares	Seed	Hildares F1 seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	H5		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.241489612	0.318235944	0.892786991	54.398111	-0.289573744	-0.167373286	864	8.709036661	-0.244387928	0.039984267	-0.11453645	0.020971847
ERR2640153	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Moneymaker seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	M4		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.343480428	-0.249586692	0.706517144	37.31799817	-0.178379515	0.106687153	542	6.416694002	-0.083653863	-0.116034498	0.029163227	-0.083825273
ERR2640154	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Moneymaker seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	M5		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.288124784	-0.121032508	0.858478446	40.27677987	-0.17512473	0.213034198	509	7.719027705	-0.11151642	-0.099949839	-0.040338448	-0.044231995
ERR2640158	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Hildares	Seed	Hildares F1 seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	H4		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.329672829	-0.242550351	0.786710984	36.31546584	-0.123251461	0.272114657	430	6.882299406	-0.073741875	-0.135542489	-0.003356244	-0.070221245
ERR2640155	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Hildares	Seed	Hildares F1 seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	H1		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.334526919	-0.14097967	0.797469519	55.33446869	-0.264323694	-0.064313166	871	7.788509113	-0.230666564	-0.007860506	-0.014095862	-0.06133887
ERR2640150	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Moneymaker seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	M1		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.270515754	0.21577346	0.882412551	50.45559187	-0.261584636	-0.052810036	748	8.424299495	-0.214171713	-0.046055058	-0.0969916	-0.000474999
ERR2640152	3239	Bergna_A_2018	Bergna et al 2018	PRJEB27033	Graz University of Technology	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Moneymaker	Seed	Moneymaker seeds	Illumina MiSeq	SINGLE	Tomato--Bergna_A_2018	M3		Austria	Manual	None	Greenhouse	Surface-washed	Grinding	20		-0.305113125	-0.482998334	0.616566133	17.99494674	-0.040721538	0.475541546	176	4.59923291	0.167280931	-0.375460589	0.094008094	-0.144733007
SRR11919960	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seed16S_4		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.250461993	0.272304691	0.558624463	1.911199525	0.391591573	0.02646595	8	1.67587339	0.132825184	0.093457026	0.056083776	0.030952187
SRR11919961	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seed16S_3		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.609430745	-0.103447396	0.126078753	3.22412631	-0.12667022	-0.18602624	5	0.292745798	-0.291209161	-0.096961506	-0.039493451	0.007277353
SRR11919962	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seed16S_2		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.340458899	-0.168095721	0.006129899	2.476234463	-0.217639579	-0.218348547	3	0.00971566	-0.221088364	0.085869949	0.010416587	-0.014859075
SRR11919963	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seed16S_1		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.340375625	-0.168044546	0.006200962	3.00132296	-0.12667022	-0.18602624	5	0.014398188	-0.1933334	-0.20784468	0.010371475	-0.01498067
SRR11919964	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seed16S_2		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.618583934	-0.10584831	0.152179689	2.211241679	-0.217639579	-0.218348547	3	0.241199101	-0.12150709	-0.123574657	-0.038405688	0.00715406
SRR11919965	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Nutrient	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Nutrient_seed16S_1		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		-0.611536351	-0.103971111	0.271166195	1.592102926	-0.269991676	-0.198600675	2	0.271166195	0.12198502	-0.018055972	-0.037814878	0.007149257
SRR11919966	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seed16S_8		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.341124315	-0.168503238	0.002452981	1.636832713	-0.323572087	0.400516078	2	0.002452981	0.138994754	0.001326852	0.010517991	-0.014857901
SRR11919967	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seed16S_7		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.341124313	-0.168503233	0	1.564378569	-0.319841865	0.223056742	1	0	0.127010561	-0.006886775	0.010513511	-0.014863067
SRR11919968	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seed16S_6		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.341124313	-0.168503233	0.003524744	1.636832713	-0.323572087	0.400516078	2	0.003524744	0.138994754	0.001326852	0.010523077	-0.014858222
SRR11919975	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seed16S_5		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.341124315	-0.168503238	0.001314656	1.636832713	-0.323572087	0.400516078	2	0.001314656	0.138994754	0.001326852	0.010515752	-0.014860488
SRR11919986	11343	Bintarti_F_2020	Bintarti et al 2020	PRJNA635871	Michigan State University	16S rRNA-V4	Phaseolus vulgaris 	Fabaceae	Bean	Redhawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Bintarti_F_2020	Control_seed16S_4		USA	Manual	None	Greenhouse	Surface-disinfected	Soaking	20		0.340542088	-0.168146709	0.007469882	1.592102926	-0.269991676	-0.198600675	2	0.007469882	0.12198502	-0.018055972	0.010494523	-0.014824171
